1,0.39909297,0.001963234,8.0
2,0.41269842,0.0018525053,8.0
3,0.44444445,0.0016464699,8.0
4,0.4240363,0.0015770107,8.0
5,0.39002267,0.0017020336,8.0
6,0.4376417,0.001392573,8.0
7,0.40816328,0.0017098952,8.0
8,0.35147393,0.0013141755,8.0
9,0.39229023,0.0022998073,8.0
10,0.39909297,0.0013893789,8.0
11,0.37414965,0.0015806112,8.0
12,0.430839,0.00179604,8.0
13,0.3877551,0.0017382503,8.0
14,0.41950113,0.0017765145,8.0
15,0.41043085,0.002261152,8.0
16,0.39455783,0.0010365208,8.0
17,0.3877551,0.0018617488,8.0
18,0.40136054,8.5421413E-4,8.0
19,0.41043085,0.0011854584,8.0
20,0.37414965,0.0014212116,8.0
21,0.40136054,0.0015770107,8.0
22,0.39229023,0.002464355,8.0
23,0.37188208,0.0016799293,8.0
24,0.39002267,0.0019099051,8.0
25,0.39002267,0.0019407198,8.0
26,0.40136054,0.0013330419,8.0
27,0.44671202,0.0011247353,8.0
28,0.414966,0.0013201901,8.0
29,0.37188208,0.0020323426,8.0
30,0.3628118,0.001638986,8.0
